City,State,Start_Lat,Start_Lng,n_acc,n_rows,County
West Park,NY,41.770112,-73.96014699999998,1,5,Ulster
West Pittston,PA,41.33012,-75.80216,1,3,Luzerne
West Plains,MO,36.733144791499996,-91.85307407972223,18,60,Howell
West Point,CA,38.406042573717954,-120.49963774999999,40,108,Calaveras
West Point,GA,32.880363851342636,-85.11602597860762,74,136,Troup
West Point,IA,40.76457641269841,-91.56389234920636,5,21,Lee
West Point,KY,38.005931000000004,-85.9362045,3,10,Hardin
West Point,NE,41.815468873015874,-96.71008907936508,5,21,Cuming
West Point,NY,41.40301748122575,-73.99371375411346,12,25,Orange
West Point,VA,37.53523489885739,-76.81418839116941,58,139,New Kent
West Richland,WA,46.257641,-119.32978799999998,1,5,Benton
West River,MD,38.83165619141884,-76.55288198897462,5,22,Anne Arundel
West Roxbury,MA,42.28038380457203,-71.15578978950786,115,209,Suffolk
West Sacramento,CA,38.592280214779535,-121.56079157877816,902,1206,Yolo
West Salem,OH,40.939068698924736,-82.1031754435484,28,62,Wayne
West Salem,WI,43.890198468952704,-91.09639048532917,1,4,La Crosse
West Salisbury,PA,39.754006,-79.09552099999998,2,9,Somerset
West Sand Lake,NY,42.640183234445836,-73.6078974367242,50,77,Rensselaer
West Sayville,NY,40.7299,-73.107674,1,4,Suffolk
West Sierra,CA,39.74873,-120.908147,1,4,Sierra
West Simsbury,CT,41.851318,-72.87239100000002,1,7,Hartford
West Springfield,MA,42.14441224074074,-72.63657007407407,11,36,Hampden
West Springfield,PA,41.94478787680678,-80.46504837187535,31,66,Erie
West Stockbridge,MA,42.33689845833334,-73.38664758333333,7,12,Berkshire
West Suffield,CT,42.021172666666665,-72.72749866666668,2,9,Hartford
West Terre Haute,IN,39.451132556491714,-87.48262030534543,36,68,Vigo
West Townsend,MA,42.68535054545455,-71.7478100909091,2,11,Middlesex
West Union,IA,42.94655801201897,-91.81833739080497,3,9,Fayette
West Union,OH,38.805382,-83.573036,1,3,Adams
West Union,SC,34.76943836464181,-83.0202083660234,139,380,Oconee
West Union,WV,39.28293702323207,-80.78010944112538,11,37,Doddridge
West Unity,OH,41.60491874509804,-84.42343252941177,7,17,Williams
West Valley City,UT,40.70885467811444,-111.9773644096691,1135,1446,Salt Lake
West Wareham,MA,41.788190168831164,-70.77012301298701,11,22,Plymouth
West Warren,MA,42.18113780001553,-72.22786545719038,3,6,Worcester
West Warwick,RI,41.670499372163,-71.50464711219462,30,36,Kent
West Wendover,NV,40.59076337503413,-114.26312724021625,34,57,Elko
West Winfield,NY,42.879781683759376,-75.21788352212835,5,11,Otsego
West Yarmouth,MA,41.66032177564102,-70.24198351923077,22,52,Barnstable
West Yellowstone,MT,44.74220235050887,-111.16152125945814,128,204,Gallatin
West des Moines,IA,41.58066364967052,-93.77282343951143,227,312,Polk
Westampton,NJ,40.02243186666667,-74.82357906666667,5,15,Burlington
Westborough,MA,42.27234698560747,-71.59120441867802,44,94,Worcester
Westbrook,CT,41.292800586429806,-72.46517684329712,67,117,Middlesex
Westbrook,MN,44.03621480557179,-95.40437441045019,5,18,Cottonwood
Westbrook,TX,32.34540454365385,-101.07395390615385,13,26,Mitchell
Westbury,NY,40.760222830253376,-73.58473655316654,408,528,Nassau
Westchester,IL,41.86895694878977,-87.87650676194068,72,102,Cook
Westcliffe,CO,38.16973759159422,-105.46117777007902,29,54,Custer
Westdale,NY,43.388111,-75.815201,1,3,Oneida
Westerlo,NY,42.525377181818186,-74.0630851818182,4,11,Albany
Westerly,RI,41.371120579207926,-71.80956181683169,28,101,Washington
Western Grove,AR,36.07495968,-92.94446180000001,5,25,Newton
Western Springs,IL,41.804655311637255,-87.90806048432398,112,138,Cook
Westernport,MD,39.44989,-78.978409,1,2,Allegany
Westernville,NY,43.33376992857143,-75.3673836904762,7,14,Oneida
Westerville,OH,40.108869803766694,-82.90935144524373,232,417,Franklin
Westfield,IA,42.632585763728,-96.5176928038763,1,2,Plymouth
Westfield,IN,40.04798377519065,-86.1485507534062,21,57,Hamilton
Westfield,MA,42.148743595709334,-72.72730623794986,8,18,Hampden
Westfield,NC,36.4217396,-80.29383379999999,3,10,Stokes
Westfield,NY,42.335599694402376,-79.58584489214097,115,134,Chautauqua
Westfield,PA,41.914002172327876,-77.51763053961854,41,112,Tioga
Westfield,WI,43.906472736842105,-89.48350964912281,4,19,Marquette
Westfir,OR,43.78922150434647,-122.55893162179441,67,82,Lane
Westford,MA,42.57035552313358,-71.44126838808582,91,142,Middlesex
Westhampton,NY,40.83089409090909,-72.67390445454545,3,11,Suffolk
Westhampton Beach,NY,40.85380546544495,-72.6415532244274,15,39,Suffolk
Westlake,LA,30.227670709705546,-93.28412269055414,154,184,Calcasieu
Westlake,OH,41.46515888147504,-81.92847859978686,61,102,Cuyahoga
Westlake,OR,43.880345394439566,-124.12690375258941,11,19,Lane
Westlake Village,CA,34.16108685966878,-118.84955044096614,288,400,Ventura
Westland,MI,42.33660029411765,-83.37374499999999,6,17,Wayne
Westley,CA,37.5626517305705,-121.2674322644016,40,68,Stanislaus
Westminster,CA,33.75437344493693,-118.00708279366496,1235,1470,Orange
Westminster,CO,39.8487313567222,-105.04161652188883,208,278,Adams
Westminster,MA,42.55400421379311,-71.90467492068966,15,29,Worcester
Westminster,MD,39.60245686378222,-76.99953099438538,96,212,Carroll
Westminster,SC,34.64142996173387,-83.10037870022937,557,1449,Oconee
Westminster,VT,43.09652883333334,-72.45075627777777,3,9,Windham
Westmont,IL,41.79694634843888,-87.97314051772521,175,379,DuPage
Westmoreland,KS,39.493569,-96.407441,1,5,Pottawatomie
Westmoreland,NH,42.984233857142854,-72.43891142857142,3,7,Cheshire
Westmoreland,NY,43.11940833441772,-75.40080235603105,39,57,Oneida
Westmoreland,TN,36.52352526666667,-86.22224426666665,4,10,Sumner
Westmoreland City,PA,40.331314,-79.67641400000002,1,4,Westmoreland
Weston,CO,37.171320247031055,-104.92004666605972,7,19,Las Animas
Weston,CT,41.19392000000001,-73.37544844444443,3,9,Fairfield
Weston,FL,26.082001,-80.368279,2,2,Broward
Weston,MA,42.34123815690148,-71.27803938794125,262,334,Middlesex
Weston,NE,41.162187,-96.831852,2,7,Saunders
Weston,OH,41.372181,-83.786423,1,4,Wood
Weston,OR,45.804093773668136,-118.28655751376262,218,287,Umatilla
Weston,VT,43.336781,-72.78598000000002,2,4,Windsor
Weston,WV,39.01187015461109,-80.47809571374366,46,72,Lewis
Westover,MD,38.129900023662685,-75.67262510098983,16,32,Somerset
Westover,PA,40.746318160102824,-78.70155314394177,15,44,Clearfield
Westphalia,MO,38.435667,-91.99384200000001,1,6,Osage
Westport,CA,39.68922777280352,-123.78403670042053,32,68,Mendocino
Westport,CT,41.13014411143891,-73.34883129253878,883,960,Fairfield
Westport,MA,41.6759195527359,-71.10042032891725,12,33,Bristol
Westport,NY,44.15344663636363,-73.48378100000001,4,11,Essex
Westport,PA,41.293304225,-77.9049272,9,20,Clinton
Westport,TN,35.818727499999994,-88.25215650000003,2,7,Carroll
Westport,WA,46.85888577777778,-124.097007,2,9,Grays Harbor
Westtown,NY,41.334262,-74.54332471428572,3,7,Orange
Westville,FL,30.86258774880881,-85.93966967429192,70,180,Holmes
Westville,IN,41.587564102222224,-86.91643553111112,16,30,LaPorte
Westville,NJ,39.85901640507599,-75.13390002626495,138,206,Gloucester
Westville,SC,34.455270705882356,-80.59960899999999,5,17,Kershaw
Westwego,LA,29.912507492618765,-90.18662497805629,9,30,Jefferson
Westwood,CA,40.3116889703332,-121.07898794819751,72,227,Plumas
Westwood,MA,42.22657757275163,-71.17884475697585,57,90,Norfolk
Westwood,NJ,40.985503,-74.024191,1,6,Bergen
Wethersfield,CT,41.70764284083854,-72.65258342591898,472,552,Hartford
Wetmore,CO,38.20299908010798,-105.12291006674278,21,62,Custer
Wetumpka,AL,32.550882490238955,-86.19452795711841,257,444,Elmore
Wever,IA,40.722716636363636,-91.21922409090908,2,11,Lee
Wevertown,NY,43.636219068181816,-73.93598375,6,22,Warren
Wewahitchka,FL,30.094801932985547,-85.21009764875437,35,137,Gulf
Wewoka,OK,35.381802320311635,-96.52569651557673,1,3,Seminole
Wexford,PA,40.632592428899635,-80.07642894435193,111,191,Allegheny
Weyauwega,WI,44.29914933333334,-88.93781325641025,13,39,Waupaca
Weyers Cave,VA,38.29358564350968,-78.93032025269646,280,351,Augusta
Weymouth,MA,42.19585244319931,-70.95588471805203,41,65,Norfolk
Whaleyville,MD,38.38580375696251,-75.31255627931773,23,39,Worcester
Wharton,NJ,40.91170115255238,-74.58399945888392,130,166,Morris
Wharton,TX,29.307650642857144,-96.11083539285714,16,56,Wharton
Whatley,AL,31.60580678944502,-87.62685247322945,3,9,Clarke
Wheat Ridge,CO,39.779046307858295,-105.10683574192119,272,354,Jefferson
Wheatland,CA,39.03382758858166,-121.43784741824189,182,335,Yuba
Wheatland,IA,41.82892400000001,-90.83583285714285,2,7,Clinton
Wheatland,ND,46.87582913968992,-97.33385491805815,14,24,Cass
Wheatland,WY,42.032336368911075,-104.98857051216115,44,59,Platte
Wheatley,AR,34.9299002293257,-91.10356835141137,65,82,St Francis
Wheatley Heights,NY,40.758709,-73.362953,1,3,Suffolk
Wheaton,IL,41.85961697048625,-88.10882500631507,348,790,DuPage
Wheaton,MN,45.8012775,-96.528977,2,5,Traverse
Wheeler,IN,41.508675813477,-87.17088103252806,1,5,Porter
Wheeler,OR,45.69052536363636,-123.88480031818182,4,22,Tillamook
Wheeler,WI,45.12279153,-91.89402580000001,2,12,Dunn
Wheelersburg,OH,38.707825,-82.86203499999998,1,4,Scioto
Wheeling,IL,42.139546754308284,-87.92289960574543,25,57,Cook
Wheeling,WV,40.05911287836665,-80.6970704065247,164,220,Ohio
Whippany,NJ,40.82060047159478,-74.44112827643475,93,123,Morris
Whitakers,NC,36.11215266808477,-77.78862042618235,59,118,Nash
White,GA,34.23563125635924,-84.71654700637221,23,57,Bartow
White Bird,ID,45.75881427460744,-116.27634552699715,3,13,Idaho
White Bluff,TN,36.115249666666664,-87.2544148888889,4,9,Dickson
White City,OR,42.437448821984006,-122.85334192147079,129,197,Jackson
White Deer,PA,41.075829,-76.87841800000002,1,4,Union
White Earth,ND,48.33989,-102.807361,2,4,Mountrail
White Hall,AR,34.28181096283075,-92.1185932924901,55,121,Jefferson
White Hall,MD,39.632691,-76.5591951818182,2,11,Harford
White Haven,PA,41.0779202588788,-75.74444265976771,81,149,Luzerne
White Heath,IL,40.091240846153845,-88.51317246153846,13,15,Piatt
White Hills,AZ,35.706053363636364,-114.477957,2,11,Mohave
White House,TN,36.47722695675467,-86.67893580797973,104,121,Robertson
White Lake,NY,41.674506,-74.84195799999998,2,4,Sullivan
White Lake,SD,43.73799920061237,-98.79115462256054,1,6,Aurora
White Lake,WI,45.17908472727274,-88.77255668181817,5,22,Langlade
White Marsh,MD,39.398565001466906,-76.41984113768034,93,145,Baltimore County
White Oak,GA,31.02302265625,-81.70411325,4,16,Camden
White Oak,NC,34.75355051531817,-78.76120076966592,4,12,Bladen
White Oak,PA,40.336079,-79.8046315625,7,24,Allegheny
White Pigeon,MI,41.79623117847056,-85.67474450628413,10,41,St Joseph
White Pine,TN,36.10745344059808,-83.30502391126927,34,70,Jefferson
White Plains,MD,38.59623244423287,-76.9646586603621,50,92,Charles
White Plains,NY,41.03443900519399,-73.77406210562529,707,852,Westchester
White Plains,VA,36.58802100000001,-77.94757299999998,1,5,Brunswick
White Post,VA,39.05303604444445,-78.13592228042327,23,63,Clarke
White River Junction,VT,43.639477,-72.338394,2,5,Windsor
White Salmon,WA,45.74087952116902,-121.50908902284692,14,35,Klickitat
White Springs,FL,30.348880806021665,-82.76313326565902,100,244,Hamilton
White Stone,VA,37.642324247460465,-76.37999602013464,26,91,Lancaster
White Sulphur Springs,MT,46.540282870805996,-110.83759262134664,19,63,Meagher
White Sulphur Springs,WV,37.79677309072619,-80.27055158202862,28,66,Greenbrier
Whitefield,NH,44.401279,-71.555603,1,5,Coos
Whitefish,MT,48.4087569869078,-114.37073174212591,208,465,Flathead
Whiteford,MD,39.70108493103448,-76.33154581034482,15,29,Harford
Whiteford,PA,39.721211,-76.39660699999997,1,2,York
Whitehall,MI,43.40284938596492,-86.30461784210526,7,19,Muskegon
Whitehall,MT,45.891604617380374,-112.2433640984417,286,396,Jefferson
Whitehall,NY,43.54999022019669,-73.38901583409762,52,121,Washington
Whitehall,PA,40.63117130444187,-75.48115407692764,323,425,Lehigh
Whitehouse,TX,32.252044363636365,-95.25338490909093,3,11,Smith
Whitehouse Station,NJ,40.64064084012513,-74.74216564227233,24,41,Hunterdon
Whiteland,IN,39.563668826623015,-86.04973689490252,41,53,Johnson
Whitelaw,WI,44.23715617647059,-87.77575547058824,2,17,Manitowoc
Whiteriver,AZ,33.97127175,-109.91785324999998,4,10,Navajo
Whiterocks,UT,40.41291103459975,-109.90897380765304,12,31,Uintah
Whites Creek,TN,36.27869619765312,-86.8154516611767,332,429,Davidson
Whitesboro,NY,43.12307290941361,-75.3130746234453,131,276,Oneida
Whitesboro,TX,33.65768046666667,-96.91136759999999,2,15,Grayson
Whitesburg,TN,36.27041775000001,-83.128168125,2,8,Hamblen
Whiteside,TN,34.99213,-85.48118000000002,1,5,Marion
Whitestone,NY,40.78819072181973,-73.81594229602624,479,590,Queens
Whitestown,IN,39.9714382952452,-86.367541850853,121,164,Boone
Whitethorn,CA,40.0502634470405,-124.04194542575284,42,107,Humboldt
Whiteville,NC,34.29041421553806,-78.7106094359034,23,80,Columbus
Whitewater,CO,38.909973083333334,-108.54216589166667,10,20,Mesa
Whitewater,WI,42.80082559322657,-88.70555061422141,3,9,Walworth
Whitewright,TX,33.46857483,-96.37640994499999,2,6,Fannin
Whiting,IA,42.14114908486625,-96.2120931307062,7,17,Monona
Whiting,NJ,39.945124,-74.374368,2,6,Ocean
Whitingham,VT,42.79943754545455,-72.87264936363637,3,11,Windham
Whitley City,KY,36.80751,-84.48763999999998,1,7,McCreary
Whitleyville,TN,36.42878,-85.66273199999998,1,2,Jackson
Whitman,MA,42.081297369776884,-70.93870132357038,63,151,Plymouth
Whitmire,SC,34.50640728914286,-81.61243124114286,58,175,Newberry
Whitmore,CA,40.61243522058823,-121.91075274509804,17,34,Shasta
Whitmore Lake,MI,42.41051557263476,-83.76113343934473,198,220,Washtenaw
Whitney,TX,31.950992,-97.32126,1,3,Hill
Whitney Point,NY,42.31399465595392,-75.96320837346708,36,71,Broome
Whitsett,NC,36.05957930388756,-79.59112193494234,132,163,Guilford
Whittier,CA,33.98129196316108,-118.0482173040964,5256,6622,Los Angeles
Whittier,NC,35.42132648537634,-83.32576374150537,55,155,Jackson
Whittington,IL,38.07602530952381,-88.91750597619047,24,28,Franklin
Whitwell,TN,35.19294096415908,-85.52340526255503,10,46,Marion
Wibaux,MT,46.9494944365864,-104.18491923296361,19,41,Wibaux
Wichita,KS,37.68969946463678,-97.32642723065646,804,1082,Sedgwick
Wichita Falls,TX,33.89251413934246,-98.5209389628316,969,2748,Wichita
Wickenburg,AZ,33.97980392106237,-112.78846074127867,174,317,Maricopa
Wickes,AR,34.309504375,-94.329363,4,8,Polk
Wickliffe,KY,36.931839,-88.970398,1,4,Ballard
Wickliffe,OH,41.600728470491134,-81.47225439914158,61,76,Lake
Widener,AR,35.075857430860445,-90.64838080978937,90,113,St Francis
Wiggins,CO,40.235530867217825,-104.076953879095,41,79,Morgan
Wiggins,MS,30.906142696711125,-89.18850016510731,9,41,Forrest
Wikieup,AZ,34.708763272727275,-113.61292636363636,2,11,Mohave
Wilber,NE,40.481346,-96.96053,2,6,Saline
Wilbraham,MA,42.13112847839506,-72.4402983919753,22,81,Hampden
Wilbur,WA,47.850538,-118.717972,1,4,Lincoln
Wilburton,PA,40.817734,-76.36895,1,4,Columbia
Wilcox,PA,41.56142818453652,-78.70656905044511,62,123,Elk
Wild Horse,CO,38.858392236655135,-103.10676746631458,2,8,Cheyenne
Wilder,ID,43.6688415,-116.89795749999999,2,4,Canyon
Wilder,KY,39.052051772727275,-84.48643681818182,3,11,Campbell
Wildersville,TN,35.79698785809852,-88.33941902775133,27,43,Henderson
Wilderville,OR,42.35784131146398,-123.53914919874612,96,113,Josephine
Wildomar,CA,33.61114353502418,-117.2618786852354,282,408,Riverside
Wildorado,TX,35.21088310175438,-102.21786205526317,9,19,Oldham
Wildwood,FL,28.850034644509016,-82.06320203621067,546,677,Sumter
Wildwood,GA,34.9767735489474,-85.4192395913302,80,93,Dade
Wildwood,MO,38.57780014285714,-90.66784871428571,2,14,St Louis
Wildwood,NJ,39.010285833333334,-74.81837904166666,8,24,Cape May
Wiley,CO,38.15725174399133,-102.72712658195313,9,29,Prowers
Wilkes Barre,PA,41.230134268987996,-75.85764245486249,152,251,Luzerne
Wilkes-Barre,PA,41.224181059987934,-75.8470840001626,52,80,Luzerne
Wilkesboro,NC,36.133226374149665,-81.21298794557823,15,49,Wilkes
Wilkesville,OH,39.153324285714284,-82.34987457142857,3,14,Vinton
Willacoochee,GA,31.398980000000005,-82.935372,1,3,Atkinson
Willamina,OR,45.06118099695143,-123.51053060713743,55,90,Polk
Willard,MO,37.31448952126658,-93.40801745293463,47,147,Greene
Willard,NC,34.64273990164134,-78.02189273296997,17,47,Pender
Willard,NM,34.50238108618497,-105.94368338534382,1,5,Torrance
Willard,OH,41.131882,-82.720413,1,7,Huron
Willard,UT,41.376444209327424,-112.04138033593456,134,190,Box Elder
Willards,MD,38.4041372780541,-75.36606506203341,13,28,Wicomico
Willcox,AZ,32.32101382410413,-109.832604363672,68,93,Cochise
Williams,AZ,35.28593615567097,-112.21581577230495,297,389,Coconino
Williams,CA,39.11946624118195,-122.20581529958815,224,386,Colusa
Williams,IA,42.47036625604667,-93.56441411095648,62,87,Hamilton
Williams,MN,48.75454233333333,-94.90043066666667,3,5,Lake of the Woods
Williamsburg,IA,41.68734450378788,-92.01875522348485,16,22,Iowa
Williamsburg,IN,39.97569166666666,-85.06284333333333,3,7,Wayne
Williamsburg,KS,38.501704931075565,-95.43935894920617,1,7,Franklin
Williamsburg,KY,36.70646265933467,-84.15122318866452,19,34,Whitley
Williamsburg,MI,44.767632636363636,-85.46449631818182,4,22,Grand Traverse
Williamsburg,MO,38.921499740568464,-91.74280037690374,16,22,Callaway
Williamsburg,NM,33.10750365241476,-107.30077385851241,1,5,Sierra
Williamsburg,OH,39.07199259090909,-84.04208127272729,10,22,Clermont
Williamsburg,PA,40.47238593001567,-78.22066335308084,80,191,Blair
Williamsburg,VA,37.2951541093368,-76.70425159389029,1183,1545,York
Williamsfield,IL,40.874507,-90.07037925,4,10,Knox
Williamson,GA,33.158650064444444,-84.38286855333334,19,45,Pike
Williamsport,MD,39.60373607439096,-77.80170435891719,266,315,Washington
Williamsport,PA,41.243391515003125,-77.01378330788167,618,1279,Lycoming
Williamsport,TN,35.714994499999996,-87.23868350000001,2,5,Maury
Williamston,MI,42.67296818004595,-84.26852564044502,75,94,Ingham
Williamston,NC,35.84383674561404,-77.09077746783625,19,57,Martin
Williamston,SC,34.62508405448757,-82.53863709268528,411,812,Anderson
Williamstown,MO,40.237878,-91.794053,1,4,Lewis
Williamstown,NJ,39.67216845607547,-74.97241286614491,52,105,Gloucester
Williamstown,NY,43.368876652299306,-75.893284998788,3,9,Oswego
Williamstown,OH,40.848572,-83.651321,1,4,Hancock
Williamstown,PA,40.57444168845132,-76.62789714728979,8,22,Dauphin
Williamstown,WV,39.36529738305101,-81.44409217375211,53,87,Wood
Williamsville,IL,39.95820060606061,-89.55579042424243,14,33,Sangamon
Willimantic,CT,41.71498776470588,-72.19556470588235,6,17,Windham
Willingboro,NJ,40.03770604918033,-74.89711249590164,22,61,Burlington
Willington,CT,41.907176284810966,-72.26727831941868,52,81,Tolland
Willis,TX,30.441878018728694,-95.49451349897497,37,101,Montgomery
Willis,VA,36.912371633333336,-80.48740419999999,5,15,Floyd
Williston,FL,29.391939095063233,-82.46782740824071,136,427,Levy
Williston,ND,48.19364908876404,-103.6775974719101,35,89,Williams
Williston,OH,41.603439,-83.341026,1,5,Ottawa
Williston,SC,33.40448299953682,-81.4341895399169,119,347,Barnwell
Williston,TN,35.158747,-89.374126,1,4,Fayette
Williston,VT,44.438738,-73.1149066,5,20,Chittenden
Williston Park,NY,40.753262,-73.65789000000002,1,2,Nassau
Willits,CA,39.42198990584483,-123.37017336563093,624,1055,Mendocino
Willmar,MN,45.1246132634996,-95.03803007112306,126,239,Kandiyohi
Willoughby,OH,41.61826056611164,-81.41692857515555,65,150,Lake
Willoughby Hills,OH,41.59552036363636,-81.4430510909091,4,11,Lake
Willow Beach,AZ,35.79625172335862,-114.54562398826376,69,83,Mohave
Willow Creek,CA,40.94752643217336,-123.63851466194569,100,173,Humboldt
Willow Creek-Hoopa Valley,CA,41.188874,-123.9245,2,4,Humboldt
Willow Grove,PA,40.15211687628372,-75.12264667503553,573,914,Montgomery
Willow Hill,PA,40.09794043744778,-77.81355165139843,19,30,Franklin
Willow Island,NE,40.883892,-100.083678,1,8,Dawson
Willow River,MN,46.29846800840088,-92.82560045981666,62,67,Pine
Willow Spring,NC,35.57023581291048,-78.6863210364983,125,273,Wake
Willow Springs,IL,41.741905582526364,-87.8568113720729,143,192,Cook
Willow Springs,MO,37.055362,-92.017917,1,5,Howell
Willow Street,PA,39.97246225793228,-76.27197666065709,88,246,Lancaster
Willowbrook,IL,41.749602083216935,-87.93764103065558,525,782,DuPage
Willowick,OH,41.64257,-81.436272,1,3,Lake
Willows,CA,39.50651061050592,-122.1996630451946,187,348,Glenn
Wills Point,TX,32.66850611011654,-96.07343223515726,33,66,Kaufman
Wilmar,AR,33.611434,-91.976332,1,5,Drew
Wilmer,AL,30.81079767816092,-88.32078685057472,25,58,Mobile
Wilmer,TX,32.595048128755444,-96.6788536352046,41,56,Dallas
Wilmerding,PA,40.396465,-79.80520600000001,2,4,Allegheny
Wilmette,IL,42.07548442018141,-87.75711498637187,31,49,Cook
Wilmington,CA,33.78610196046348,-118.2714689363242,254,435,Los Angeles
Wilmington,DE,39.75218822347832,-75.56418711893807,1715,3194,New Castle
Wilmington,IL,41.3423925310665,-88.19000981216432,77,100,Will
Wilmington,MA,42.56558915489465,-71.15039606516144,169,206,Middlesex
Wilmington,NC,34.25328021053721,-77.8911026853978,356,627,New Hanover
Wilmington,NY,44.37021732309166,-73.8385534282978,2,6,Essex
Wilmington,OH,39.502724131116715,-83.86367864211964,103,183,Clinton
Wilmington,VT,42.8807965,-72.91823416666665,2,12,Windham
Wilmore,PA,40.3899954,-78.7163233,7,20,Cambria
Wilmot,AR,33.06091833333333,-91.57229908333335,4,18,Ashley
Wilsall,MT,45.938690422731874,-110.64795905920582,15,46,Park
Wilseyville,CA,38.381858919540235,-120.4815663275862,10,29,Calaveras
Wilson,AR,35.60993294,-90.113230935,2,10,Mississippi
Wilson,KS,38.84886257142857,-98.446158,2,7,Ellsworth
Wilson,NC,35.727024646777785,-77.94945707876205,101,225,Wilson
Wilson,NY,43.30163429822063,-78.82594849546591,4,13,Niagara
Wilson,TX,33.345963,-101.806282,1,5,Lynn
Wilson,WI,44.93155709628043,-92.2110404696087,29,40,St. Croix
Wilson,WY,43.52650138010747,-110.92624091676373,7,23,Teton
Wilsonia,CA,36.722582,-118.957983,2,7,Tulare
Wilsons,VA,37.13798030849478,-77.83198865126676,26,61,Dinwiddie
Wilsonville,AL,33.23464576666667,-86.51402356666668,6,15,Shelby
Wilsonville,OR,45.31287466265381,-122.76861147165322,243,275,Clackamas
Wilton,CA,38.38723042755977,-121.25701673662043,249,399,Sacramento
Wilton,CT,41.21818185,-73.42833638,1,7,Western Connecticut
Wilton,IA,41.62049152673565,-91.03398041161525,26,48,Cedar
Wilton,ME,44.583622,-70.237895,1,8,Franklin
Wilton,ND,47.15351655570521,-100.77631565100359,5,12,Burleigh
Wilton,NH,42.831890761904766,-71.79787971428571,4,14,Hillsborough
Wilton,WI,43.832821,-90.473999,2,5,Monroe
Wilton Manors,FL,26.16568918559219,-80.14974676358364,39,52,Broward
Wimauma,FL,27.70060599223246,-82.32896535867833,187,336,Hillsborough
Wimbledon,ND,47.110015,-98.44671899999999,1,3,Barnes
Winamac,IN,41.0566744627027,-86.60062451405406,9,37,Pulaski
Winburne,PA,40.97612659282806,-78.16791598624273,3,12,Clearfield
Winchendon,MA,42.68019671428572,-72.04301271428571,2,7,Worcester
Winchester,CA,33.646779506585226,-117.09765173135443,530,1037,Riverside
Winchester,ID,46.235894,-116.570651,1,3,Lewis
Winchester,IL,39.6815267,-90.4441381,11,20,Scott
Winchester,IN,40.172034298304126,-84.99689261211022,7,30,Randolph
Winchester,KY,37.992099351506695,-84.22285204223563,11,29,Clark
Winchester,MA,42.452006187500004,-71.13037906250001,4,16,Middlesex
Winchester,NH,42.75850338888889,-72.38165177777779,6,18,Cheshire
Winchester,OH,38.94908757142857,-83.73344657142857,2,7,Brown
Winchester,OR,43.27667704666667,-123.35537570666666,11,15,Douglas
Winchester,TN,35.18800367465754,-86.12684728767124,22,73,Franklin
Winchester,VA,39.18423488798601,-78.16399808458873,871,1323,Frederick
Wind Gap,PA,40.84224099713642,-75.29566698860019,51,96,Northampton
Wind Ridge,PA,39.9058244,-80.44958799999999,5,11,Greene
Windber,PA,40.22777556981415,-78.81692261671513,165,336,Somerset
Windcrest,TX,29.510189,-98.390022,1,4,Bexar
Winder,GA,33.97528899586783,-83.71277214655785,48,105,Barrow
Windermere,FL,28.476756279896076,-81.55931102631146,338,754,Orange
Windham,CT,41.694618642857144,-72.15853073809524,7,21,Southeastern Connecticut
Windham,ME,43.838147400000004,-70.41532620000001,2,10,Cumberland
Windham,NH,42.816641451387966,-71.28965104821013,33,83,Rockingham
Windham,NY,42.2994487,-74.258672,4,10,Greene
Windham,OH,41.24255131818182,-81.07704611363637,10,22,Portage
Windom,KS,38.376962,-97.89302314285715,2,7,Rice
Windom,MN,43.85771730284958,-95.12023957211119,117,244,Cottonwood
Window Rock,AZ,35.663471,-109.05711399999998,1,4,Apache
Windsor,CA,38.52874866340239,-122.80670684181601,185,313,Sonoma
Windsor,CO,40.42547107885366,-104.9013440278531,35,85,Weld
Windsor,CT,41.84615770118244,-72.66061002237244,567,656,Hartford
Windsor,IL,39.44112,-88.601639,1,7,Shelby
Windsor,NC,35.99140685427408,-76.91467720655595,14,44,Bertie
Windsor,NJ,40.239887,-74.579697,1,7,Mercer
Windsor,NY,42.0808435289291,-75.65704342338314,15,44,Broome
Windsor,OH,41.53680085714286,-80.99265921428572,4,14,Ashtabula
Windsor,PA,39.92453447172619,-76.56678284077381,31,84,York
Windsor,SC,33.47449861670959,-81.52512174849502,59,151,Aiken
Windsor,VA,36.820010069128294,-76.7364954927257,74,165,Isle of Wight
Windsor,VT,43.527138,-72.402229,2,6,Windsor
Windsor,WI,43.19459136729334,-89.34026477965969,34,52,Dane
Windsor Heights,IA,41.596363648512586,-93.71119416239961,36,64,Polk
Windsor Heights,WV,40.19735,-80.664849,1,8,Brooke
Windsor Hills,CA,33.98701,-118.359169,1,6,Los Angeles
Windsor Locks,CT,41.90925220591754,-72.6345530029114,44,56,Hartford
Windsor Mill,MD,39.32142006821915,-76.75442291407985,317,429,Baltimore County
Windthorst,TX,33.5714,-98.43879699999998,2,6,Archer
Winfield,AL,33.95583697387269,-87.76482744755633,27,56,Marion
Winfield,IA,41.11926157522848,-91.49278029316574,3,15,Henry
Winfield,IL,41.87197137909091,-88.1566348360606,95,220,DuPage
Winfield,KS,37.2446758125,-96.9567878125,4,16,Cowley
Winfield,MO,38.99145514285714,-90.73873871428573,2,7,Lincoln
Winfield,PA,40.88869481485769,-76.9142784924383,77,157,Union
Winfield,TN,36.53723,-84.476386,1,5,Scott
